"Date","STATION","MAXC","MINC","FLAG"
2016-04-01,"S2Bog",1,-4,NA
2016-04-02,"S2Bog",-3,-9,NA
2016-04-03,"S2Bog",2,-6,NA
2016-04-04,"S2Bog",2,-10,NA
2016-04-05,"S2Bog",4,-7,NA
2016-04-06,"S2Bog",3,-1,NA
2016-04-07,"S2Bog",3,-3,NA
2016-04-08,"S2Bog",-3,-11,NA
2016-04-09,"S2Bog",-1,-14,NA
2016-04-10,"S2Bog",5,-2,NA
2016-04-11,"S2Bog",1,-6,NA
2016-04-12,"S2Bog",8,-10,NA
2016-04-13,"S2Bog",16,-2,NA
2016-04-14,"S2Bog",24,-1,NA
2016-04-15,"S2Bog",23,8,NA
2016-04-16,"S2Bog",24,11,NA
2016-04-17,"S2Bog",26,10,NA
2016-04-18,"S2Bog",10,4,NA
2016-04-19,"S2Bog",13,3,NA
2016-04-20,"S2Bog",17,4,NA
2016-04-21,"S2Bog",12,2,NA
2016-04-22,"S2Bog",17,-2,NA
2016-04-23,"S2Bog",10,-1,NA
2016-04-24,"S2Bog",4,2,NA
2016-04-25,"S2Bog",4,0,NA
2016-04-26,"S2Bog",12,-1,NA
2016-04-27,"S2Bog",14,-3,NA
2016-04-28,"S2Bog",14,-1,NA
2016-04-29,"S2Bog",16,-3,NA
2016-04-30,"S2Bog",15,-2,NA
2016-05-01,"S2Bog",17,-3,NA
2016-05-02,"S2Bog",20,-1,NA
2016-05-03,"S2Bog",19,4,NA
2016-05-04,"S2Bog",17,1,NA
2016-05-05,"S2Bog",29,3,NA
2016-05-06,"S2Bog",32,8,NA
2016-05-07,"S2Bog",19,5,NA
2016-05-08,"S2Bog",23,1,NA
2016-05-09,"S2Bog",23,3,NA
2016-05-10,"S2Bog",14,9,NA
2016-05-11,"S2Bog",11,7,NA
2016-05-12,"S2Bog",12,6,NA
2016-05-13,"S2Bog",6,0,NA
2016-05-14,"S2Bog",5,-2,NA
2016-05-15,"S2Bog",15,-2,NA
2016-05-16,"S2Bog",13,0,NA
2016-05-17,"S2Bog",17,1,NA
2016-05-18,"S2Bog",21,0,NA
2016-05-19,"S2Bog",23,2,NA
2016-05-20,"S2Bog",24,6,NA
2016-05-21,"S2Bog",27,5,NA
2016-05-22,"S2Bog",28,6,NA
2016-05-23,"S2Bog",26,16,NA
2016-05-24,"S2Bog",27,13,NA
2016-05-25,"S2Bog",20,13,NA
2016-05-26,"S2Bog",24,12,NA
2016-05-27,"S2Bog",16,9,NA
2016-05-28,"S2Bog",17,13,NA
2016-05-29,"S2Bog",19,10,NA
2016-05-30,"S2Bog",27,10,NA
2016-05-31,"S2Bog",13,9,NA
2016-06-01,"S2Bog",18,10,NA
2016-06-02,"S2Bog",18,8,NA
2016-06-03,"S2Bog",16,7,NA
2016-06-04,"S2Bog",15,11,NA
2016-06-05,"S2Bog",22,8,NA
2016-06-06,"S2Bog",19,7,NA
2016-06-07,"S2Bog",20,4,NA
2016-06-08,"S2Bog",22,2,NA
2016-06-09,"S2Bog",27,9,NA
2016-06-10,"S2Bog",31,12,NA
2016-06-11,"S2Bog",24,12,NA
2016-06-12,"S2Bog",15,9,NA
2016-06-13,"S2Bog",22,12,NA
2016-06-14,"S2Bog",19,12,NA
2016-06-15,"S2Bog",18,13,NA
2016-06-16,"S2Bog",25,13,NA
2016-06-17,"S2Bog",19,13,NA
2016-06-18,"S2Bog",27,13,NA
2016-06-19,"S2Bog",31,16,NA
2016-06-20,"S2Bog",22,11,NA
2016-06-21,"S2Bog",24,9,NA
2016-06-22,"S2Bog",22,10,NA
2016-06-23,"S2Bog",26,8,NA
2016-06-24,"S2Bog",28,11,NA
2016-06-25,"S2Bog",31,14,NA
2016-06-26,"S2Bog",24,12,NA
2016-06-27,"S2Bog",17,9,NA
2016-06-28,"S2Bog",22,6,NA
2016-06-29,"S2Bog",27,10,NA
2016-06-30,"S2Bog",19,7,NA
2016-07-01,"S2Bog",22,6,NA
2016-07-02,"S2Bog",23,9,NA
2016-07-03,"S2Bog",26,11,NA
2016-07-04,"S2Bog",24,15,NA
2016-07-05,"S2Bog",29,14,NA
2016-07-06,"S2Bog",27,12,NA
2016-07-07,"S2Bog",18,15,NA
2016-07-08,"S2Bog",25,14,NA
2016-07-09,"S2Bog",25,12,NA
2016-07-10,"S2Bog",25,15,NA
2016-07-11,"S2Bog",22,18,NA
2016-07-12,"S2Bog",25,16,NA
2016-07-13,"S2Bog",20,15,NA
2016-07-14,"S2Bog",18,14,NA
2016-07-15,"S2Bog",24,12,NA
2016-07-16,"S2Bog",26,9,NA
2016-07-17,"S2Bog",24,15,NA
2016-07-18,"S2Bog",25,13,NA
2016-07-19,"S2Bog",31,11,NA
2016-07-20,"S2Bog",28,14,NA
2016-07-21,"S2Bog",31,14,NA
2016-07-22,"S2Bog",32,12,NA
2016-07-23,"S2Bog",24,12,NA
2016-07-24,"S2Bog",26,14,NA
2016-07-25,"S2Bog",29,11,NA
2016-07-26,"S2Bog",29,19,NA
2016-07-27,"S2Bog",22,16,NA
2016-07-28,"S2Bog",25,12,NA
2016-07-29,"S2Bog",26,12,NA
2016-07-30,"S2Bog",27,11,NA
2016-07-31,"S2Bog",28,14,NA
2016-08-01,"S2Bog",28,17,NA
2016-08-02,"S2Bog",28,16,NA
2016-08-03,"S2Bog",29,14,NA
2016-08-04,"S2Bog",26,17,NA
2016-08-05,"S2Bog",22,16,NA
2016-08-06,"S2Bog",25,12,NA
2016-08-07,"S2Bog",24,9,NA
2016-08-08,"S2Bog",26,11,NA
2016-08-09,"S2Bog",30,17,NA
2016-08-10,"S2Bog",22,14,NA
2016-08-11,"S2Bog",25,14,NA
2016-08-12,"S2Bog",22,17,NA
2016-08-13,"S2Bog",22,13,NA
2016-08-14,"S2Bog",25,12,NA
2016-08-15,"S2Bog",24,12,NA
2016-08-16,"S2Bog",27,14,NA
2016-08-17,"S2Bog",28,15,NA
2016-08-18,"S2Bog",24,15,NA
2016-08-19,"S2Bog",25,15,NA
2016-08-20,"S2Bog",17,11,NA
2016-08-21,"S2Bog",21,8,NA
2016-08-22,"S2Bog",27,11,NA
2016-08-23,"S2Bog",29,17,NA
2016-08-24,"S2Bog",26,12,NA
2016-08-25,"S2Bog",18,11,NA
2016-08-26,"S2Bog",24,9,NA
2016-08-27,"S2Bog",19,12,NA
2016-08-28,"S2Bog",24,12,NA
2016-08-29,"S2Bog",26,16,NA
2016-08-30,"S2Bog",23,10,NA
2016-08-31,"S2Bog",21,8,NA
2016-09-01,"S2Bog",23,8,NA
2016-09-02,"S2Bog",23,12,NA
2016-09-03,"S2Bog",24,12,NA
2016-09-04,"S2Bog",24,17,NA
2016-09-05,"S2Bog",23,17,NA
2016-09-06,"S2Bog",22,12,NA
2016-09-07,"S2Bog",22,11,NA
2016-09-08,"S2Bog",21,11,NA
2016-09-09,"S2Bog",22,10,NA
2016-09-10,"S2Bog",19,9,NA
2016-09-11,"S2Bog",24,9,NA
2016-09-12,"S2Bog",18,11,NA
2016-09-13,"S2Bog",13,4,NA
2016-09-14,"S2Bog",16,2,NA
2016-09-15,"S2Bog",19,6,NA
2016-09-16,"S2Bog",21,14,NA
2016-09-17,"S2Bog",16,7,NA
2016-09-18,"S2Bog",22,7,NA
2016-09-19,"S2Bog",21,9,NA
2016-09-20,"S2Bog",20,7,NA
2016-09-21,"S2Bog",19,6,NA
2016-09-22,"S2Bog",20,8,NA
2016-09-23,"S2Bog",19,6,NA
2016-09-24,"S2Bog",18,13,NA
2016-09-25,"S2Bog",17,9,NA
2016-09-26,"S2Bog",11,8,NA
2016-09-27,"S2Bog",9,7,NA
2016-09-28,"S2Bog",13,8,NA
2016-09-29,"S2Bog",14,7,NA
2016-09-30,"S2Bog",18,6,NA
2016-10-01,"S2Bog",19,6,NA
2016-10-02,"S2Bog",22,9,NA
2016-10-03,"S2Bog",22,6,NA
2016-10-04,"S2Bog",22,11,NA
2016-10-05,"S2Bog",16,7,NA
2016-10-06,"S2Bog",12,3,NA
2016-10-07,"S2Bog",5,1,NA
2016-10-08,"S2Bog",8,2,NA
2016-10-09,"S2Bog",13,1,NA
2016-10-10,"S2Bog",22,8,NA
2016-10-11,"S2Bog",16,3,NA
2016-10-12,"S2Bog",4,1,NA
2016-10-13,"S2Bog",11,-1,NA
2016-10-14,"S2Bog",15,4,NA
2016-10-15,"S2Bog",18,4,NA
2016-10-16,"S2Bog",16,1,NA
2016-10-17,"S2Bog",12,8,NA
2016-10-18,"S2Bog",13,5,NA
2016-10-19,"S2Bog",8,-1,NA
2016-10-20,"S2Bog",5,-2,NA
2016-10-21,"S2Bog",9,-1,NA
2016-10-22,"S2Bog",14,-1,NA
2016-10-23,"S2Bog",6,-2,NA
2016-10-24,"S2Bog",9,-3,NA
2016-10-25,"S2Bog",9,-2,NA
2016-10-26,"S2Bog",4,2,NA
2016-10-27,"S2Bog",9,3,NA
2016-10-28,"S2Bog",11,6,NA
2016-10-29,"S2Bog",9,3,NA
2016-10-30,"S2Bog",5,2,NA
2016-10-31,"S2Bog",12,3,NA
2016-11-01,"S2Bog",8,0,NA
2016-11-02,"S2Bog",12,-1,NA
2016-11-03,"S2Bog",8,-1,NA
2016-11-04,"S2Bog",17,-1,NA
2016-11-05,"S2Bog",19,-1,NA
2016-11-06,"S2Bog",20,3,NA
2016-11-07,"S2Bog",17,7,NA
2016-11-08,"S2Bog",12,-1,NA
2016-11-09,"S2Bog",15,-2,NA
2016-11-10,"S2Bog",15,3,NA
2016-11-11,"S2Bog",6,-3,NA
2016-11-12,"S2Bog",12,-1,NA
2016-11-13,"S2Bog",14,-1,NA
2016-11-14,"S2Bog",9,-1,NA
2016-11-15,"S2Bog",12,-1,NA
2016-11-16,"S2Bog",9,-2,NA
2016-11-17,"S2Bog",5,0,NA
2016-11-18,"S2Bog",0,-4,NA
2016-11-19,"S2Bog",-4,-13,NA
2016-11-20,"S2Bog",-4,-13,NA
2016-11-21,"S2Bog",-2,-12,NA
2016-11-22,"S2Bog",-1,-3,NA
2016-11-23,"S2Bog",1,-2,NA
2016-11-24,"S2Bog",0,-2,NA
2016-11-25,"S2Bog",1,-1,NA
2016-11-26,"S2Bog",1,-3,NA
2016-11-27,"S2Bog",2,-3,NA
2016-11-28,"S2Bog",6,2,NA
2016-11-29,"S2Bog",2,0,NA
2016-11-30,"S2Bog",1,0,NA
2016-12-01,"S2Bog",0,-3,NA
2016-12-02,"S2Bog",-3,-5,NA
2016-12-03,"S2Bog",-3,-5,NA
2016-12-04,"S2Bog",-1,-3,NA
2016-12-05,"S2Bog",0,-3,NA
2016-12-06,"S2Bog",-1,-7,NA
2016-12-07,"S2Bog",-6,-9,NA
2016-12-08,"S2Bog",-6,-11,NA
2016-12-09,"S2Bog",-11,-17,NA
2016-12-10,"S2Bog",-17,-24,NA
2016-12-11,"S2Bog",-12,-24,NA
2016-12-12,"S2Bog",-14,-23,NA
2016-12-13,"S2Bog",-15,-24,NA
2016-12-14,"S2Bog",-16,-24,NA
2016-12-15,"S2Bog",-17,-26,NA
2016-12-16,"S2Bog",-13,-21,NA
2016-12-17,"S2Bog",-18,-29,NA
2016-12-18,"S2Bog",-19,-33,NA
2016-12-19,"S2Bog",-4,-23,NA
2016-12-20,"S2Bog",0,-11,NA
2016-12-21,"S2Bog",-2,-12,NA
2016-12-22,"S2Bog",-1,-12,NA
2016-12-23,"S2Bog",-1,-12,NA
2016-12-24,"S2Bog",-1,-13,NA
2016-12-25,"S2Bog",0,-12,NA
2016-12-26,"S2Bog",1,-15,NA
2016-12-27,"S2Bog",-13,-18,NA
2016-12-28,"S2Bog",-4,-14,NA
2016-12-29,"S2Bog",-4,-11,NA
2016-12-30,"S2Bog",-10,-14,NA
2016-12-31,"S2Bog",-8,-19,NA
2017-01-01,"S2Bog",-6,-16,NA
2017-01-02,"S2Bog",-5,-13,NA
2017-01-03,"S2Bog",-4,-23,NA
2017-01-04,"S2Bog",-22,-28,NA
2017-01-05,"S2Bog",-19,-31,NA
2017-01-06,"S2Bog",-18,-33,NA
2017-01-07,"S2Bog",-16,-26,NA
2017-01-08,"S2Bog",-13,-28,NA
2017-01-09,"S2Bog",-8,-15,NA
2017-01-10,"S2Bog",-7,-22,NA
2017-01-11,"S2Bog",-16,-25,NA
2017-01-12,"S2Bog",-14,-28,NA
2017-01-13,"S2Bog",-16,-36,NA
2017-01-14,"S2Bog",-10,-22,NA
2017-01-15,"S2Bog",-2,-20,NA
2017-01-16,"S2Bog",0,-14,NA
2017-01-17,"S2Bog",-2,-17,NA
2017-01-18,"S2Bog",4,-8,NA
2017-01-19,"S2Bog",3,-3,NA
2017-01-20,"S2Bog",2,-3,NA
2017-01-21,"S2Bog",2,1,NA
2017-01-22,"S2Bog",3,1,NA
2017-01-23,"S2Bog",1,-1,NA
2017-01-24,"S2Bog",-1,-3,NA
2017-01-25,"S2Bog",-2,-5,NA
2017-01-26,"S2Bog",-3,-8,NA
2017-01-27,"S2Bog",-1,-12,NA
2017-01-28,"S2Bog",-5,-8,NA
2017-01-29,"S2Bog",-8,-16,NA
2017-01-30,"S2Bog",-6,-12,NA
2017-01-31,"S2Bog",-1,-12,NA
2017-02-01,"S2Bog",-12,-22,NA
2017-02-02,"S2Bog",-9,-26,NA
2017-02-03,"S2Bog",-8,-26,NA
2017-02-04,"S2Bog",-5,-22,NA
2017-02-05,"S2Bog",-13,-20,NA
2017-02-06,"S2Bog",-10,-15,NA
2017-02-07,"S2Bog",-9,-16,NA
2017-02-08,"S2Bog",-14,-28,NA
2017-02-09,"S2Bog",-11,-28,NA
2017-02-10,"S2Bog",4,-11,NA
2017-02-11,"S2Bog",0,-4,NA
2017-02-12,"S2Bog",3,-8,NA
2017-02-13,"S2Bog",6,-11,NA
2017-02-14,"S2Bog",0,-11,NA
2017-02-15,"S2Bog",-3,-17,NA
2017-02-16,"S2Bog",3,-9,NA
2017-02-17,"S2Bog",11,-6,NA
2017-02-18,"S2Bog",9,-1,NA
2017-02-19,"S2Bog",10,-2,NA
2017-02-20,"S2Bog",7,-1,NA
2017-02-21,"S2Bog",11,1,NA
2017-02-22,"S2Bog",1,-7,NA
2017-02-23,"S2Bog",-2,-11,NA
2017-02-24,"S2Bog",-4,-16,NA
2017-02-25,"S2Bog",-4,-19,NA
2017-02-26,"S2Bog",-4,-21,NA
2017-02-27,"S2Bog",1,-22,NA
2017-02-28,"S2Bog",1,-8,NA
2017-03-01,"S2Bog",-1,-11,NA
2017-03-02,"S2Bog",-10,-19,NA
2017-03-03,"S2Bog",-7,-28,NA
2017-03-04,"S2Bog",5,-13,NA
2017-03-05,"S2Bog",8,-1,NA
2017-03-06,"S2Bog",8,2,NA
2017-03-07,"S2Bog",2,-11,NA
2017-03-08,"S2Bog",-8,-14,NA
2017-03-09,"S2Bog",-8,-19,NA
2017-03-10,"S2Bog",-13,-24,NA
2017-03-11,"S2Bog",-9,-22,NA
2017-03-12,"S2Bog",-7,-18,NA
2017-03-13,"S2Bog",-5,-18,NA
2017-03-14,"S2Bog",-2,-20,NA
2017-03-15,"S2Bog",1,-17,NA
2017-03-16,"S2Bog",6,-11,NA
2017-03-17,"S2Bog",2,-4,NA
2017-03-18,"S2Bog",1,-6,NA
2017-03-19,"S2Bog",7,-3,NA
2017-03-20,"S2Bog",9,-3,NA
2017-03-21,"S2Bog",-2,-13,NA
2017-03-22,"S2Bog",2,-15,NA
2017-03-23,"S2Bog",3,-1,NA
2017-03-24,"S2Bog",4,1,NA
2017-03-25,"S2Bog",4,1,NA
2017-03-26,"S2Bog",8,1,NA
2017-03-27,"S2Bog",13,-1,NA
2017-03-28,"S2Bog",14,-2,NA
2017-03-29,"S2Bog",9,-1,NA
2017-03-30,"S2Bog",13,-3,NA
2017-03-31,"S2Bog",14,-4,NA
2017-04-01,"S2Bog",11,0,NA
2017-04-02,"S2Bog",14,0,NA
2017-04-03,"S2Bog",14,2,NA
2017-04-04,"S2Bog",15,-1,NA
2017-04-05,"S2Bog",10,-3,NA
2017-04-06,"S2Bog",11,-3,NA
2017-04-07,"S2Bog",16,-5,NA
2017-04-08,"S2Bog",20,2,NA
2017-04-09,"S2Bog",19,4,NA
2017-04-10,"S2Bog",8,-2,NA
2017-04-11,"S2Bog",12,-3,NA
2017-04-12,"S2Bog",17,-1,NA
2017-04-13,"S2Bog",19,2,NA
2017-04-14,"S2Bog",19,4,NA
2017-04-15,"S2Bog",19,7,NA
2017-04-16,"S2Bog",17,4,NA
2017-04-17,"S2Bog",11,2,NA
2017-04-18,"S2Bog",5,1,NA
2017-04-19,"S2Bog",11,-1,NA
2017-04-20,"S2Bog",6,-1,NA
2017-04-21,"S2Bog",17,-1,NA
2017-04-22,"S2Bog",21,-1,NA
2017-04-23,"S2Bog",0,-2,NA
2017-04-24,"S2Bog",8,-1,NA
2017-04-25,"S2Bog",4,-1,NA
2017-04-26,"S2Bog",-2,-5,NA
2017-04-27,"S2Bog",-2,-6,NA
2017-04-28,"S2Bog",9,-3,NA
2017-04-29,"S2Bog",14,-4,NA
2017-04-30,"S2Bog",14,-1,NA
2017-05-01,"S2Bog",6,2,NA
2017-05-02,"S2Bog",16,-1,NA
2017-05-03,"S2Bog",18,-1,NA
2017-05-04,"S2Bog",19,3,NA
2017-05-05,"S2Bog",25,1,NA
2017-05-06,"S2Bog",17,1,NA
2017-05-07,"S2Bog",17,-1,NA
2017-05-08,"S2Bog",21,2,NA
2017-05-09,"S2Bog",21,6,NA
2017-05-10,"S2Bog",18,2,NA
2017-05-11,"S2Bog",17,-1,NA
2017-05-12,"S2Bog",23,1,NA
2017-05-13,"S2Bog",21,3,NA
2017-05-14,"S2Bog",21,4,NA
2017-05-15,"S2Bog",25,7,NA
2017-05-16,"S2Bog",16,8,NA
2017-05-17,"S2Bog",13,8,NA
2017-05-18,"S2Bog",14,1,NA
2017-05-19,"S2Bog",16,-1,NA
2017-05-20,"S2Bog",11,2,NA
2017-05-21,"S2Bog",8,4,NA
2017-05-22,"S2Bog",13,7,NA
2017-05-23,"S2Bog",13,6,NA
2017-05-24,"S2Bog",17,2,NA
2017-05-25,"S2Bog",20,3,NA
2017-05-26,"S2Bog",25,11,NA
2017-05-27,"S2Bog",25,7,NA
2017-05-28,"S2Bog",18,10,NA
2017-05-29,"S2Bog",13,9,NA
2017-05-30,"S2Bog",10,7,NA
2017-05-31,"S2Bog",20,3,NA
2017-06-01,"S2Bog",27,2,NA
2017-06-02,"S2Bog",30,6,NA
2017-06-03,"S2Bog",30,14,NA
2017-06-04,"S2Bog",24,11,NA
2017-06-05,"S2Bog",27,9,NA
2017-06-06,"S2Bog",27,7,NA
2017-06-07,"S2Bog",27,9,NA
2017-06-08,"S2Bog",26,12,NA
2017-06-09,"S2Bog",27,9,NA
2017-06-10,"S2Bog",29,12,NA
2017-06-11,"S2Bog",23,11,NA
2017-06-12,"S2Bog",26,11,NA
2017-06-13,"S2Bog",19,10,NA
2017-06-14,"S2Bog",27,13,NA
2017-06-15,"S2Bog",23,11,NA
2017-06-16,"S2Bog",27,9,NA
2017-06-17,"S2Bog",21,12,NA
2017-06-18,"S2Bog",19,11,NA
2017-06-19,"S2Bog",18,9,NA
2017-06-20,"S2Bog",20,8,NA
2017-06-21,"S2Bog",23,7,NA
2017-06-22,"S2Bog",25,11,NA
2017-06-23,"S2Bog",19,11,NA
2017-06-24,"S2Bog",16,10,NA
2017-06-25,"S2Bog",16,6,NA
2017-06-26,"S2Bog",20,4,NA
2017-06-27,"S2Bog",24,5,NA
2017-06-28,"S2Bog",17,11,NA
2017-06-29,"S2Bog",22,14,NA
2017-06-30,"S2Bog",25,12,NA
2017-07-01,"S2Bog",19,9,NA
2017-07-02,"S2Bog",23,8,NA
2017-07-03,"S2Bog",26,9,NA
2017-07-04,"S2Bog",31,11,NA
2017-07-05,"S2Bog",32,18,NA
2017-07-06,"S2Bog",30,17,NA
2017-07-07,"S2Bog",22,12,NA
2017-07-08,"S2Bog",27,9,NA
2017-07-09,"S2Bog",24,13,NA
2017-07-10,"S2Bog",27,13,NA
2017-07-11,"S2Bog",24,11,NA
2017-07-12,"S2Bog",17,12,NA
2017-07-13,"S2Bog",16,9,NA
2017-07-14,"S2Bog",25,7,NA
2017-07-15,"S2Bog",25,15,NA
2017-07-16,"S2Bog",24,12,NA
2017-07-17,"S2Bog",29,10,NA
2017-07-18,"S2Bog",26,13,NA
2017-07-19,"S2Bog",24,12,NA
2017-07-20,"S2Bog",29,15,NA
2017-07-21,"S2Bog",30,15,NA
2017-07-22,"S2Bog",28,16,NA
2017-07-23,"S2Bog",23,14,NA
2017-07-24,"S2Bog",26,11,NA
2017-07-25,"S2Bog",24,14,NA
2017-07-26,"S2Bog",28,15,NA
2017-07-27,"S2Bog",29,13,NA
2017-07-28,"S2Bog",29,12,NA
2017-07-29,"S2Bog",31,14,NA
2017-07-30,"S2Bog",31,15,NA
2017-07-31,"S2Bog",31,14,NA
2017-08-01,"S2Bog",28,14,NA
2017-08-02,"S2Bog",22,13,NA
2017-08-03,"S2Bog",14,11,NA
2017-08-04,"S2Bog",22,9,NA
2017-08-05,"S2Bog",24,7,NA
2017-08-06,"S2Bog",23,9,NA
2017-08-07,"S2Bog",25,8,NA
2017-08-08,"S2Bog",27,10,NA
2017-08-09,"S2Bog",23,13,NA
2017-08-10,"S2Bog",23,11,NA
2017-08-11,"S2Bog",24,8,NA
2017-08-12,"S2Bog",26,8,NA
2017-08-13,"S2Bog",21,14,NA
2017-08-14,"S2Bog",23,13,NA
2017-08-15,"S2Bog",27,11,NA
2017-08-16,"S2Bog",21,15,NA
2017-08-17,"S2Bog",17,11,NA
2017-08-18,"S2Bog",26,9,NA
2017-08-19,"S2Bog",27,12,NA
2017-08-20,"S2Bog",23,11,NA
2017-08-21,"S2Bog",19,9,NA
2017-08-22,"S2Bog",21,9,NA
2017-08-23,"S2Bog",22,7,NA
2017-08-24,"S2Bog",21,6,NA
2017-08-25,"S2Bog",22,6,NA
2017-08-26,"S2Bog",16,13,NA
2017-08-27,"S2Bog",16,12,NA
2017-08-28,"S2Bog",24,9,NA
2017-08-29,"S2Bog",28,11,NA
2017-08-30,"S2Bog",24,11,NA
2017-08-31,"S2Bog",21,9,NA
2017-09-01,"S2Bog",20,7,NA
2017-09-02,"S2Bog",24,11,NA
2017-09-03,"S2Bog",28,9,NA
2017-09-04,"S2Bog",19,10,NA
2017-09-05,"S2Bog",13,8,NA
2017-09-06,"S2Bog",18,5,NA
2017-09-07,"S2Bog",16,5,NA
2017-09-08,"S2Bog",19,3,NA
2017-09-09,"S2Bog",22,5,NA
2017-09-10,"S2Bog",26,11,NA
2017-09-11,"S2Bog",26,10,NA
2017-09-12,"S2Bog",28,8,NA
2017-09-13,"S2Bog",28,15,NA
2017-09-14,"S2Bog",25,16,NA
2017-09-15,"S2Bog",17,13,NA
2017-09-16,"S2Bog",17,11,NA
2017-09-17,"S2Bog",12,3,NA
2017-09-18,"S2Bog",18,3,NA
2017-09-19,"S2Bog",22,11,NA
2017-09-20,"S2Bog",19,7,NA
2017-09-21,"S2Bog",23,4,NA
2017-09-22,"S2Bog",26,17,NA
2017-09-23,"S2Bog",24,14,NA
2017-09-24,"S2Bog",27,14,NA
2017-09-25,"S2Bog",15,9,NA
2017-09-26,"S2Bog",12,8,NA
2017-09-27,"S2Bog",16,6,NA
2017-09-28,"S2Bog",15,6,NA
2017-09-29,"S2Bog",13,3,NA
2017-09-30,"S2Bog",18,2,NA
2017-10-01,"S2Bog",14,11,NA
2017-10-02,"S2Bog",14,11,NA
2017-10-03,"S2Bog",14,5,NA
2017-10-04,"S2Bog",13,4,NA
2017-10-05,"S2Bog",16,3,NA
2017-10-06,"S2Bog",13,-1,NA
2017-10-07,"S2Bog",19,3,NA
2017-10-08,"S2Bog",16,4,NA
2017-10-09,"S2Bog",8,-1,NA
2017-10-10,"S2Bog",12,-1,NA
2017-10-11,"S2Bog",14,-3,NA
2017-10-12,"S2Bog",17,9,NA
2017-10-13,"S2Bog",13,-2,NA
2017-10-14,"S2Bog",10,-3,NA
2017-10-15,"S2Bog",6,-2,NA
2017-10-16,"S2Bog",15,-2,NA
2017-10-17,"S2Bog",18,1,NA
2017-10-18,"S2Bog",17,5,NA
2017-10-19,"S2Bog",19,1,NA
2017-10-20,"S2Bog",23,6,NA
2017-10-21,"S2Bog",16,7,NA
2017-10-22,"S2Bog",12,4,NA
2017-10-23,"S2Bog",11,3,NA
2017-10-24,"S2Bog",7,1,NA
2017-10-25,"S2Bog",9,-2,NA
2017-10-26,"S2Bog",8,-1,NA
2017-10-27,"S2Bog",-1,-3,NA
2017-10-28,"S2Bog",-3,-4,NA
2017-10-29,"S2Bog",1,-4,NA
2017-10-30,"S2Bog",-1,-4,NA
2017-10-31,"S2Bog",-3,-6,NA
2017-11-01,"S2Bog",-2,-5,NA
2017-11-02,"S2Bog",1,-6,NA
2017-11-03,"S2Bog",-3,-7,NA
2017-11-04,"S2Bog",1,-4,NA
2017-11-05,"S2Bog",1,-8,NA
2017-11-06,"S2Bog",-2,-12,NA
2017-11-07,"S2Bog",-4,-9,NA
2017-11-08,"S2Bog",-3,-10,NA
2017-11-09,"S2Bog",-10,-22,NA
2017-11-10,"S2Bog",-9,-23,NA
2017-11-11,"S2Bog",-1,-9,NA
2017-11-12,"S2Bog",-2,-6,NA
2017-11-13,"S2Bog",2,-9,NA
2017-11-14,"S2Bog",4,1,NA
2017-11-15,"S2Bog",2,-5,NA
2017-11-16,"S2Bog",-2,-8,NA
2017-11-17,"S2Bog",2,-4,NA
2017-11-18,"S2Bog",-4,-12,NA
2017-11-19,"S2Bog",-4,-16,NA
2017-11-20,"S2Bog",4,-11,NA
2017-11-21,"S2Bog",-7,-12,NA
2017-11-22,"S2Bog",-6,-15,NA
2017-11-23,"S2Bog",2,-10,NA
2017-11-24,"S2Bog",4,-1,NA
2017-11-25,"S2Bog",1,-9,NA
2017-11-26,"S2Bog",4,-8,NA
2017-11-27,"S2Bog",4,-2,NA
2017-11-28,"S2Bog",4,-9,NA
2017-11-29,"S2Bog",2,-11,NA
2017-11-30,"S2Bog",3,-4,NA
2017-12-01,"S2Bog",4,-5,NA
2017-12-02,"S2Bog",4,-5,NA
2017-12-03,"S2Bog",4,-5,NA
2017-12-04,"S2Bog",3,-4,NA
2017-12-05,"S2Bog",-4,-13,NA
2017-12-06,"S2Bog",-9,-17,NA
2017-12-07,"S2Bog",-6,-18,NA
2017-12-08,"S2Bog",-5,-9,NA
2017-12-09,"S2Bog",-7,-12,NA
2017-12-10,"S2Bog",-6,-11,NA
2017-12-11,"S2Bog",-4,-16,NA
2017-12-12,"S2Bog",-10,-19,NA
2017-12-13,"S2Bog",-6,-11,NA
2017-12-14,"S2Bog",-9,-12,NA
2017-12-15,"S2Bog",-11,-14,NA
2017-12-16,"S2Bog",-6,-13,NA
2017-12-17,"S2Bog",-3,-6,NA
2017-12-18,"S2Bog",1,-4,NA
2017-12-19,"S2Bog",-4,-16,NA
2017-12-20,"S2Bog",-13,-21,NA
2017-12-21,"S2Bog",-10,-23,NA
2017-12-22,"S2Bog",-9,-26,NA
2017-12-23,"S2Bog",-9,-14,NA
2017-12-24,"S2Bog",-10,-26,NA
2017-12-25,"S2Bog",-24,-31,NA
2017-12-26,"S2Bog",-23,-32,NA
2017-12-27,"S2Bog",-21,-36,NA
2017-12-28,"S2Bog",-16,-28,NA
2017-12-29,"S2Bog",-19,-28,NA
2017-12-30,"S2Bog",-19,-32,NA
2017-12-31,"S2Bog",-23,-36,NA
2018-01-01,"S2Bog",-17,-5,NA
2018-01-02,"S2Bog",-13,-19,NA
2018-01-03,"S2Bog",-18,-28,NA
2018-01-04,"S2Bog",-18,-33,NA
2018-01-05,"S2Bog",-19,-32,NA
2018-01-06,"S2Bog",-12,-33,NA
