"PEATLAND","DATE","WTE","FLAG"
"BOGLK",2022-09-01,415.88,"M"
"BOGLK",2022-09-02,415.87,"M"
"BOGLK",2022-09-03,415.86,"M"
"BOGLK",2022-09-04,415.85,"M"
"BOGLK",2022-09-05,415.85,"M"
"BOGLK",2022-09-06,415.84,"M"
"BOGLK",2022-09-07,415.84,"M"
"BOGLK",2022-09-08,415.83,"M"
"BOGLK",2022-09-09,415.83,"M"
"BOGLK",2022-09-10,415.83,"M"
"BOGLK",2022-09-11,415.82,"M"
"BOGLK",2022-09-12,415.82,"M"
"BOGLK",2022-09-13,415.81,"M"
"BOGLK",2022-09-14,415.81,"M"
"BOGLK",2022-09-15,415.81,"M"
"BOGLK",2022-09-16,415.85,"M"
"BOGLK",2022-09-17,415.94,"M"
"BOGLK",2022-09-18,415.94,"M"
"BOGLK",2022-09-19,415.94,"M"
"BOGLK",2022-09-20,415.93,"M"
"BOGLK",2022-09-21,415.93,"M"
"BOGLK",2022-09-22,415.93,"M"
"BOGLK",2022-09-23,415.94,"M"
"BOGLK",2022-09-24,415.95,"M"
"BOGLK",2022-09-25,415.95,"M"
"BOGLK",2022-09-26,415.94,"M"
"BOGLK",2022-09-27,415.94,"M"
"BOGLK",2022-09-28,415.93,"M"
"BOGLK",2022-09-29,415.93,"M"
"BOGLK",2022-09-30,415.93,"M"
"BOGLK",2022-10-01,415.92,"M"
"BOGLK",2022-10-02,415.92,"M"
"BOGLK",2022-10-03,415.91,"M"
"BOGLK",2022-10-04,415.91,"M"
"BOGLK",2022-10-05,415.91,"M"
"BOGLK",2022-10-06,415.9,"M"
"BOGLK",2022-10-07,415.89,"M"
"BOGLK",2022-10-08,415.89,"M"
"BOGLK",2022-10-09,415.89,"M"
"BOGLK",2022-10-10,415.89,"M"
"BOGLK",2022-10-11,415.89,"M"
"BOGLK",2022-10-12,415.89,"M"
"BOGLK",2022-10-13,415.9,"M"
"BOGLK",2022-10-14,415.91,"M"
"BOGLK",2022-10-15,415.91,"M"
"BOGLK",2022-10-16,415.91,"M"
"BOGLK",2022-10-17,415.91,"M"
"BOGLK",2022-10-18,415.91,"M"
"BOGLK",2022-10-19,415.9,"M"
"BOGLK",2022-10-20,415.89,"M"
"BOGLK",2022-10-21,415.89,"M"
"BOGLK",2022-10-22,415.89,"M"
"BOGLK",2022-10-23,415.89,"M"
"BOGLK",2022-10-24,415.89,"M"
"BOGLK",2022-10-25,415.89,"M"
"BOGLK",2022-10-26,415.88,"M"
"BOGLK",2022-10-27,415.88,"M"
"BOGLK",2022-10-28,415.88,"M"
"BOGLK",2022-10-29,415.88,"M"
"BOGLK",2022-10-30,415.87,"M"
"BOGLK",2022-10-31,415.87,"M"
"BOGLK",2022-11-01,415.87,"M"
"BOGLK",2022-11-02,415.87,"M"
"BOGLK",2022-11-03,415.88,"M"
"BOGLK",2022-11-04,415.88,"M"
"BOGLK",2022-11-05,415.87,"M"
"BOGLK",2022-11-06,415.87,"M"
"BOGLK",2022-11-07,415.86,"M"
"BOGLK",2022-11-08,415.86,"M"
"BOGLK",2022-11-09,415.88,"M"
"BOGLK",2022-11-10,415.91,"M"
"BOGLK",2022-11-11,415.91,"M"
"BOGLK",2022-11-12,415.91,"M"
"BOGLK",2022-11-13,415.91,"M"
"BOGLK",2022-11-14,415.91,"M"
"BOGLK",2022-11-15,415.9,"M"
"BOGLK",2022-11-16,415.91,"M"
"BOGLK",2022-11-17,415.91,"M"
"BOGLK",2022-11-18,415.91,"M"
"BOGLK",2022-11-19,415.91,"M"
"BOGLK",2022-11-20,415.91,"M"
"BOGLK",2022-11-21,415.91,"M"
"BOGLK",2022-11-22,415.91,"M"
"BOGLK",2022-11-23,415.91,"M"
"BOGLK",2022-11-24,415.9,"M"
"BOGLK",2022-11-25,415.9,"M"
"BOGLK",2022-11-26,415.9,"M"
"BOGLK",2022-11-27,415.89,"M"
"BOGLK",2022-11-28,415.89,"M"
"BOGLK",2022-11-29,415.89,"M"
"BOGLK",2022-11-30,415.89,"M"
"BOGLK",2022-12-01,415.89,"M"
"BOGLK",2022-12-02,415.89,"M"
"BOGLK",2022-12-03,415.89,"M"
"BOGLK",2022-12-04,415.89,"M"
"BOGLK",2022-12-05,415.89,"M"
"BOGLK",2022-12-06,415.88,"M"
"BOGLK",2022-12-07,415.88,"M"
"BOGLK",2022-12-08,415.88,"M"
"BOGLK",2022-12-09,415.87,"M"
"BOGLK",2022-12-10,415.87,"M"
"BOGLK",2022-12-11,415.87,"M"
"BOGLK",2022-12-12,415.87,"M"
"BOGLK",2022-12-13,415.87,"M"
"BOGLK",2022-12-14,415.88,"M"
"BOGLK",2022-12-15,415.88,"M"
"BOGLK",2022-12-16,415.88,"M"
"BOGLK",2022-12-17,415.88,"M"
"BOGLK",2022-12-18,415.88,"M"
"BOGLK",2022-12-19,415.88,"M"
"BOGLK",2022-12-20,415.88,"M"
"BOGLK",2022-12-21,415.88,"M"
"BOGLK",2022-12-22,415.88,"M"
"BOGLK",2022-12-23,415.88,"M"
"BOGLK",2022-12-24,415.88,"M"
"BOGLK",2022-12-25,415.88,"M"
"BOGLK",2022-12-26,415.88,"M"
"BOGLK",2022-12-27,415.88,"M"
"BOGLK",2022-12-28,415.88,"M"
"BOGLK",2022-12-29,415.87,"M"
"BOGLK",2022-12-30,415.87,"M"
"BOGLK",2022-12-31,415.87,"M"
"BOGLK",2023-01-01,415.87,"M"
"BOGLK",2023-01-02,415.87,"M"
"BOGLK",2023-01-03,415.87,"M"
"BOGLK",2023-01-04,415.87,"M"
"BOGLK",2023-01-05,415.87,"M"
"BOGLK",2023-01-06,415.87,"M"
"BOGLK",2023-01-07,415.87,"M"
"BOGLK",2023-01-08,415.87,"M"
"BOGLK",2023-01-09,415.87,"M"
"BOGLK",2023-01-10,415.87,"M"
"BOGLK",2023-01-11,415.86,"M"
"BOGLK",2023-01-12,415.86,"M"
"BOGLK",2023-01-13,415.86,"M"
"BOGLK",2023-01-14,415.86,"M"
"BOGLK",2023-01-15,415.86,"M"
"BOGLK",2023-01-16,415.86,"M"
"BOGLK",2023-01-17,415.86,"M"
"BOGLK",2023-01-18,415.86,"M"
"BOGLK",2023-01-19,415.86,"M"
"BOGLK",2023-01-20,415.86,"M"
"BOGLK",2023-01-21,415.86,"M"
"BOGLK",2023-01-22,415.86,"M"
"BOGLK",2023-01-23,415.86,"M"
"BOGLK",2023-01-24,415.86,"M"
"BOGLK",2023-01-25,415.86,"M"
"BOGLK",2023-01-26,415.86,"M"
"BOGLK",2023-01-27,415.85,"M"
"BOGLK",2023-01-28,415.85,"M"
"BOGLK",2023-01-29,415.85,"M"
"BOGLK",2023-01-30,415.85,"M"
"BOGLK",2023-01-31,415.85,"M"
"BOGLK",2023-02-01,415.85,"M"
"BOGLK",2023-02-02,415.85,"M"
"BOGLK",2023-02-03,415.84,"M"
"BOGLK",2023-02-04,415.84,"M"
"BOGLK",2023-02-05,415.84,"M"
"BOGLK",2023-02-06,415.84,"M"
"BOGLK",2023-02-07,415.84,"M"
"BOGLK",2023-02-08,415.84,"M"
"BOGLK",2023-02-09,415.84,"M"
"BOGLK",2023-02-10,415.84,"M"
"BOGLK",2023-02-11,415.84,"M"
"BOGLK",2023-02-12,415.84,"M"
"BOGLK",2023-02-13,415.84,"M"
"BOGLK",2023-02-14,415.85,"M"
"BOGLK",2023-02-15,415.85,"M"
"BOGLK",2023-02-16,415.85,"M"
"BOGLK",2023-02-17,415.85,"M"
"BOGLK",2023-02-18,415.85,"M"
"BOGLK",2023-02-19,415.85,"M"
"BOGLK",2023-02-20,415.85,"M"
"BOGLK",2023-02-21,415.85,"M"
"BOGLK",2023-02-22,415.85,"M"
"BOGLK",2023-02-23,415.85,"M"
"BOGLK",2023-02-24,415.84,"M"
"BOGLK",2023-02-25,415.85,"M"
"BOGLK",2023-02-26,415.85,"M"
"BOGLK",2023-02-27,415.85,"M"
"BOGLK",2023-02-28,415.84,"M"
"BOGLK",2023-03-01,415.84,"M"
"BOGLK",2023-03-02,415.84,"M"
"BOGLK",2023-03-03,415.84,"M"
"BOGLK",2023-03-04,415.84,"M"
"BOGLK",2023-03-05,415.84,"M"
"BOGLK",2023-03-06,415.84,"M"
"BOGLK",2023-03-07,415.84,"M"
"BOGLK",2023-03-08,415.83,"M"
"BOGLK",2023-03-09,415.83,"M"
"BOGLK",2023-03-10,415.83,"M"
"BOGLK",2023-03-11,415.83,"M"
"BOGLK",2023-03-12,415.84,"M"
"BOGLK",2023-03-13,415.84,"M"
"BOGLK",2023-03-14,415.83,"M"
"BOGLK",2023-03-15,415.84,"M"
"BOGLK",2023-03-16,415.84,"M"
"BOGLK",2023-03-17,415.84,"M"
"BOGLK",2023-03-18,415.84,"M"
"BOGLK",2023-03-19,415.84,"M"
"BOGLK",2023-03-20,415.84,"M"
"BOGLK",2023-03-21,415.84,"M"
"BOGLK",2023-03-22,415.84,"M"
"BOGLK",2023-03-23,415.84,"M"
"BOGLK",2023-03-24,415.84,"M"
"BOGLK",2023-03-25,415.84,"M"
"BOGLK",2023-03-26,415.84,"M"
"BOGLK",2023-03-27,415.83,"M"
"BOGLK",2023-03-28,415.84,"M"
"BOGLK",2023-03-29,415.84,"M"
"BOGLK",2023-03-30,415.84,"M"
"BOGLK",2023-03-31,415.84,"M"
"BOGLK",2023-04-01,415.84,"M"
"BOGLK",2023-04-02,415.84,"M"
"BOGLK",2023-04-03,415.84,"M"
"BOGLK",2023-04-04,415.84,"M"
"BOGLK",2023-04-05,415.84,"M"
"BOGLK",2023-04-06,415.84,"M"
"BOGLK",2023-04-07,415.85,"M"
"BOGLK",2023-04-08,415.86,"M"
"BOGLK",2023-04-09,415.88,"M"
"BOGLK",2023-04-10,415.93,"M"
"BOGLK",2023-04-11,415.97,"M"
"BOGLK",2023-04-12,416.01,"M"
"BOGLK",2023-04-13,416.04,"M"
"BOGLK",2023-04-14,416.04,"M"
"BOGLK",2023-04-15,416.05,"M"
"BOGLK",2023-04-16,416.05,"M"
"BOGLK",2023-04-17,416.06,"M"
"BOGLK",2023-04-18,416.06,"M"
"BOGLK",2023-04-19,416.06,"M"
"BOGLK",2023-04-20,416.06,"M"
"BOGLK",2023-04-21,416.06,"M"
"BOGLK",2023-04-22,416.06,"M"
"BOGLK",2023-04-23,416.06,"M"
"BOGLK",2023-04-24,416.06,"M"
"BOGLK",2023-04-25,416.05,"M"
"BOGLK",2023-04-26,416.04,"M"
"BOGLK",2023-04-27,416.04,"M"
"BOGLK",2023-04-28,416.03,"M"
"BOGLK",2023-04-29,416.03,"M"
"BOGLK",2023-04-30,416.03,"M"
"BOGLK",2023-05-01,416.02,"M"
"BOGLK",2023-05-02,416.02,"M"
"BOGLK",2023-05-03,416.01,"M"
"BOGLK",2023-05-04,416.01,"M"
"BOGLK",2023-05-05,416.01,"M"
"BOGLK",2023-05-06,416.01,"M"
"BOGLK",2023-05-07,416.05,"M"
"BOGLK",2023-05-08,416.06,"M"
"BOGLK",2023-05-09,416.06,"M"
"BOGLK",2023-05-10,416.06,"M"
"BOGLK",2023-05-11,416.06,"M"
"BOGLK",2023-05-12,416.06,"M"
"BOGLK",2023-05-13,416.06,"M"
"BOGLK",2023-05-14,416.05,"M"
"BOGLK",2023-05-15,416.05,"M"
"BOGLK",2023-05-16,416.04,"M"
"BOGLK",2023-05-17,416.04,"M"
"BOGLK",2023-05-18,416.05,"M"
"BOGLK",2023-05-19,416.05,"M"
"BOGLK",2023-05-20,416.05,"M"
"BOGLK",2023-05-21,416.05,"M"
"BOGLK",2023-05-22,416.04,"M"
"BOGLK",2023-05-23,416.04,"M"
"BOGLK",2023-05-24,416.05,"M"
"BOGLK",2023-05-25,416.04,"M"
"BOGLK",2023-05-26,416.03,"M"
"BOGLK",2023-05-27,416.03,"M"
"BOGLK",2023-05-28,416.02,"M"
"BOGLK",2023-05-29,416.02,"M"
"BOGLK",2023-05-30,416.02,"M"
"BOGLK",2023-05-31,416.02,"M"
"BOGLK",2023-06-01,416.02,"M"
"BOGLK",2023-06-02,416.02,"M"
"BOGLK",2023-06-03,416.01,"M"
"BOGLK",2023-06-04,416,"M"
"BOGLK",2023-06-05,416,"M"
"BOGLK",2023-06-06,415.99,"M"
"BOGLK",2023-06-07,415.98,"M"
"BOGLK",2023-06-08,415.98,"M"
"BOGLK",2023-06-09,415.97,"M"
"BOGLK",2023-06-10,415.97,"M"
"BOGLK",2023-06-11,415.97,"M"
"BOGLK",2023-06-12,415.96,"M"
"BOGLK",2023-06-13,415.95,"M"
"BOGLK",2023-06-14,415.94,"M"
"BOGLK",2023-06-15,415.94,"M"
"BOGLK",2023-06-16,415.93,"M"
"BOGLK",2023-06-17,415.92,"M"
"BOGLK",2023-06-18,415.91,"M"
"BOGLK",2023-06-19,415.91,"M"
"BOGLK",2023-06-20,415.91,"M"
"BOGLK",2023-06-21,415.9,"M"
"BOGLK",2023-06-22,415.89,"M"
"BOGLK",2023-06-23,415.89,"M"
"BOGLK",2023-06-24,415.91,"M"
"BOGLK",2023-06-25,415.91,"M"
"BOGLK",2023-06-26,415.91,"M"
"BOGLK",2023-06-27,415.89,"M"
"BOGLK",2023-06-28,415.91,"M"
"BOGLK",2023-06-29,415.91,"M"
"BOGLK",2023-06-30,415.9,"M"
"BOGLK",2023-07-01,415.89,"M"
"BOGLK",2023-07-02,415.88,"M"
"BOGLK",2023-07-03,415.88,"M"
"BOGLK",2023-07-04,415.87,"M"
"BOGLK",2023-07-05,415.87,"M"
"BOGLK",2023-07-06,415.87,"M"
"BOGLK",2023-07-07,415.86,"M"
"BOGLK",2023-07-08,415.86,"M"
"BOGLK",2023-07-09,415.86,"M"
"BOGLK",2023-07-10,415.85,"M"
"BOGLK",2023-07-11,415.84,"M"
"BOGLK",2023-07-12,415.83,"M"
"BOGLK",2023-07-13,415.82,"M"
"BOGLK",2023-07-14,415.81,"M"
"BOGLK",2023-07-15,415.81,"M"
"BOGLK",2023-07-16,415.8,"M"
"BOGLK",2023-07-17,415.8,"M"
"BOGLK",2023-07-18,415.79,"M"
"BOGLK",2023-07-19,415.84,"M"
"BOGLK",2023-07-20,415.84,"M"
"BOGLK",2023-07-21,415.83,"M"
"BOGLK",2023-07-22,415.84,"M"
"BOGLK",2023-07-23,415.84,"M"
"BOGLK",2023-07-24,415.84,"M"
"BOGLK",2023-07-25,415.84,"M"
"BOGLK",2023-07-26,415.83,"M"
"BOGLK",2023-07-27,415.82,"M"
"BOGLK",2023-07-28,415.81,"M"
"BOGLK",2023-07-29,415.81,"M"
"BOGLK",2023-07-30,415.8,"M"
"BOGLK",2023-07-31,415.79,"M"
"BOGLK",2023-08-01,415.78,"M"
"BOGLK",2023-08-02,415.78,"M"
"BOGLK",2023-08-03,415.77,"M"
"BOGLK",2023-08-04,415.76,"M"
"BOGLK",2023-08-05,415.75,"M"
"BOGLK",2023-08-06,415.77,"M"
"BOGLK",2023-08-07,415.76,"M"
"BOGLK",2023-08-08,415.75,"M"
"BOGLK",2023-08-09,415.74,"M"
"BOGLK",2023-08-10,415.74,"M"
"BOGLK",2023-08-11,415.77,"M"
"BOGLK",2023-08-12,415.76,"M"
"BOGLK",2023-08-13,415.75,"M"
"BOGLK",2023-08-14,415.74,"M"
"BOGLK",2023-08-15,415.74,"M"
"BOGLK",2023-08-16,415.73,"M"
"BOGLK",2023-08-17,415.73,"M"
"BOGLK",2023-08-18,415.72,"M"
"BOGLK",2023-08-19,415.71,"M"
"BOGLK",2023-08-20,415.7,"M"
"BOGLK",2023-08-21,415.7,"M"
"BOGLK",2023-08-22,415.7,"M"
"BOGLK",2023-08-23,415.69,"M"
"BOGLK",2023-08-24,415.69,"M"
"BOGLK",2023-08-25,415.69,"M"
"BOGLK",2023-08-26,415.67,"M"
"BOGLK",2023-08-27,415.67,"M"
"BOGLK",2023-08-28,415.67,"M"
"BOGLK",2023-08-29,415.67,"M"
"BOGLK",2023-08-30,415.66,"M"
"BOGLK",2023-08-31,415.66,"M"
"BOGLK",2023-09-01,415.66,"M"
"BOGLK",2023-09-02,415.65,"M"
"BOGLK",2023-09-03,415.64,"M"
"BOGLK",2023-09-04,415.64,"M"
"BOGLK",2023-09-05,415.65,"M"
"BOGLK",2023-09-06,415.65,"M"
"BOGLK",2023-09-07,415.64,"M"
"BOGLK",2023-09-08,415.63,"M"
"BOGLK",2023-09-09,415.64,"M"
"BOGLK",2023-09-10,415.64,"M"
"BOGLK",2023-09-11,415.66,"M"
"BOGLK",2023-09-12,415.66,"M"
"BOGLK",2023-09-13,415.64,"M"
"BOGLK",2023-09-14,415.63,"M"
"BOGLK",2023-09-15,415.63,"M"
"BOGLK",2023-09-16,415.63,"M"
"BOGLK",2023-09-17,415.63,"M"
"BOGLK",2023-09-18,415.62,"M"
"BOGLK",2023-09-19,415.62,"M"
"BOGLK",2023-09-20,415.61,"M"
"BOGLK",2023-09-21,415.61,"M"
"BOGLK",2023-09-22,415.65,"M"
"BOGLK",2023-09-23,415.67,"M"
"BOGLK",2023-09-24,415.72,"M"
"BOGLK",2023-09-25,415.74,"M"
"BOGLK",2023-09-26,415.74,"M"
"BOGLK",2023-09-27,415.73,"M"
"BOGLK",2023-09-28,415.73,"M"
"BOGLK",2023-09-29,415.75,"M"
"BOGLK",2023-09-30,415.75,"M"
"BOGLK",2023-10-01,415.75,"M"
"BOGLK",2023-10-02,415.74,"M"
"BOGLK",2023-10-03,415.73,"M"
"BOGLK",2023-10-04,415.76,"M"
"BOGLK",2023-10-05,415.77,"M"
"BOGLK",2023-10-06,415.77,"M"
"BOGLK",2023-10-07,415.77,"M"
"BOGLK",2023-10-08,415.77,"M"
"BOGLK",2023-10-09,415.76,"M"
"BOGLK",2023-10-10,415.75,"M"
"BOGLK",2023-10-11,415.75,"M"
"BOGLK",2023-10-12,415.74,"M"
"BOGLK",2023-10-13,415.74,"M"
"BOGLK",2023-10-14,415.74,"M"
"BOGLK",2023-10-15,415.73,"M"
"BOGLK",2023-10-16,415.73,"M"
"BOGLK",2023-10-17,415.73,"M"
"BOGLK",2023-10-18,415.74,"M"
"BOGLK",2023-10-19,415.74,"M"
"BOGLK",2023-10-20,415.74,"M"
"BOGLK",2023-10-21,415.74,"M"
"BOGLK",2023-10-22,415.74,"M"
"BOGLK",2023-10-23,415.75,"M"
"BOGLK",2023-10-24,415.75,"M"
"BOGLK",2023-10-25,415.77,"M"
"BOGLK",2023-10-26,415.78,"M"
"BOGLK",2023-10-27,415.78,"M"
"BOGLK",2023-10-28,415.78,"M"
"BOGLK",2023-10-29,415.78,"M"
"BOGLK",2023-10-30,415.78,"M"
"BOGLK",2023-10-31,415.78,"M"
"BOGLK",2023-11-01,415.78,"M"
"BOGLK",2023-11-02,415.78,"M"
"BOGLK",2023-11-03,415.78,"M"
"BOGLK",2023-11-04,415.78,"M"
"BOGLK",2023-11-05,415.78,"M"
"BOGLK",2023-11-06,415.8,"M"
"BOGLK",2023-11-07,415.81,"M"
"BOGLK",2023-11-08,415.82,"M"
"BOGLK",2023-11-09,415.82,"M"
"BOGLK",2023-11-10,415.81,"M"
"BOGLK",2023-11-11,415.81,"M"
"BOGLK",2023-11-12,415.81,"M"
"BOGLK",2023-11-13,415.81,"M"
"BOGLK",2023-11-14,415.81,"M"
"BOGLK",2023-11-15,415.8,"M"
"BOGLK",2023-11-16,415.8,"M"
"BOGLK",2023-11-17,415.8,"M"
"BOGLK",2023-11-18,415.8,"M"
"BOGLK",2023-11-19,415.79,"M"
"BOGLK",2023-11-20,415.79,"M"
"BOGLK",2023-11-21,415.8,"M"
"BOGLK",2023-11-22,415.8,"M"
"BOGLK",2023-11-23,415.8,"M"
"BOGLK",2023-11-24,415.79,"M"
"BOGLK",2023-11-25,415.79,"M"
"BOGLK",2023-11-26,415.79,"M"
"BOGLK",2023-11-27,415.79,"M"
"BOGLK",2023-11-28,415.78,"M"
"BOGLK",2023-11-29,415.78,"M"
"BOGLK",2023-11-30,415.78,"M"
"BOGLK",2023-12-01,415.77,"M"
"BOGLK",2023-12-02,415.77,"M"
"BOGLK",2023-12-03,415.77,"M"
"BOGLK",2023-12-04,415.77,"M"
"BOGLK",2023-12-05,415.77,"M"
"BOGLK",2023-12-06,415.77,"M"
"BOGLK",2023-12-07,415.77,"M"
"BOGLK",2023-12-08,415.77,"M"
"BOGLK",2023-12-09,415.77,"M"
"BOGLK",2023-12-10,415.76,"M"
"BOGLK",2023-12-11,415.76,"M"
"BOGLK",2023-12-12,415.76,"M"
"BOGLK",2023-12-13,415.75,"M"
"BOGLK",2023-12-14,415.75,"M"
"BOGLK",2023-12-15,415.77,"M"
"BOGLK",2023-12-16,415.77,"M"
"BOGLK",2023-12-17,415.77,"M"
"BOGLK",2023-12-18,415.77,"M"
"BOGLK",2023-12-19,415.77,"M"
"BOGLK",2023-12-20,415.77,"M"
"BOGLK",2023-12-21,415.76,"M"
"BOGLK",2023-12-22,415.76,"M"
"BOGLK",2023-12-23,415.77,"M"
"BOGLK",2023-12-24,415.83,"M"
"BOGLK",2023-12-25,415.84,"M"
"BOGLK",2023-12-26,415.86,"M"
"BOGLK",2023-12-27,415.86,"M"
"BOGLK",2023-12-28,415.86,"M"
"BOGLK",2023-12-29,415.86,"M"
"BOGLK",2023-12-30,415.86,"M"
"BOGLK",2023-12-31,415.86,"M"
"S1",1961-01-01,411.94,NA
"S1",1961-01-02,411.94,NA
"S1",1961-01-03,411.94,NA
"S1",1961-01-04,411.94,NA
"S1",1961-01-05,411.94,NA
"S1",1961-01-06,411.94,NA
"S1",1961-01-07,411.94,NA
"S1",1961-01-08,411.94,NA
"S1",1961-01-09,411.94,NA
"S1",1961-01-10,411.94,NA
"S1",1961-01-11,411.93,NA
"S1",1961-01-12,411.92,NA
"S1",1961-01-13,411.91,NA
"S1",1961-01-14,411.9,NA
"S1",1961-01-15,411.91,NA
"S1",1961-01-16,411.91,NA
"S1",1961-01-17,411.89,NA
"S1",1961-01-18,411.85,NA
"S1",1961-01-19,411.87,NA
"S1",1961-01-20,411.87,NA
"S1",1961-01-21,411.87,NA
"S1",1961-01-22,411.87,NA
"S1",1961-01-23,411.87,NA
"S1",1961-01-24,411.87,NA
"S1",1961-01-25,411.83,NA
"S1",1961-01-26,411.8,NA
"S1",1961-01-27,411.78,NA
"S1",1961-01-28,411.75,NA
"S1",1961-01-29,411.72,NA
"S1",1961-01-30,411.71,NA
"S1",1961-01-31,411.7,NA
"S1",1961-02-01,411.68,NA
"S1",1961-02-02,411.65,NA
"S1",1961-02-03,411.65,NA
"S1",1961-02-04,411.65,NA
"S1",1961-02-05,411.64,NA
"S1",1961-02-06,411.64,NA
"S1",1961-02-07,411.64,NA
"S1",1961-02-08,411.62,NA
"S1",1961-02-09,411.62,NA
"S1",1961-02-10,411.6,NA
"S1",1961-02-11,411.6,NA
"S1",1961-02-12,411.59,NA
"S1",1961-02-13,411.57,NA
"S1",1961-02-14,411.56,NA
"S1",1961-02-15,411.55,NA
"S1",1961-02-16,411.54,NA
"S1",1961-02-17,411.53,NA
"S1",1961-02-18,411.53,NA
"S1",1961-02-19,411.53,NA
"S1",1961-02-20,411.53,NA
"S1",1961-02-21,411.53,NA
"S1",1961-02-22,411.52,NA
"S1",1961-02-23,411.51,NA
"S1",1961-02-24,411.5,NA
"S1",1961-02-25,411.49,NA
"S1",1961-02-26,411.49,NA
"S1",1961-02-27,411.49,NA
"S1",1961-02-28,411.48,NA
"S1",1961-03-01,411.47,NA
"S1",1961-03-02,411.47,NA
"S1",1961-03-03,411.47,NA
"S1",1961-03-04,411.46,NA
"S1",1961-03-05,411.46,NA
"S1",1961-03-06,411.46,NA
"S1",1961-03-07,411.46,NA
"S1",1961-03-08,411.39,NA
"S1",1961-03-09,411.39,NA
"S1",1961-03-10,411.39,NA
"S1",1961-03-11,411.39,NA
"S1",1961-03-12,411.39,NA
"S1",1961-03-13,411.39,NA
"S1",1961-03-14,411.39,NA
"S1",1961-03-15,411.38,NA
"S1",1961-03-16,411.38,NA
"S1",1961-03-17,411.37,NA
"S1",1961-03-18,411.37,NA
"S1",1961-03-19,411.35,NA
"S1",1961-03-20,411.33,NA
"S1",1961-03-21,411.33,NA
"S1",1961-03-22,411.32,NA
"S1",1961-03-23,411.31,NA
"S1",1961-03-24,411.3,NA
"S1",1961-03-25,411.29,NA
"S1",1961-03-26,411.29,NA
"S1",1961-03-27,411.29,NA
"S1",1961-03-28,411.28,NA
"S1",1961-03-29,411.27,NA
"S1",1961-03-30,411.24,NA
"S1",1961-03-31,411.29,NA
"S1",1961-04-01,411.3,NA
"S1",1961-04-02,411.32,NA
"S1",1961-04-03,411.34,NA
"S1",1961-04-04,411.36,NA
"S1",1961-04-05,411.36,NA
"S1",1961-04-06,411.36,NA
"S1",1961-04-07,411.37,NA
"S1",1961-04-08,411.37,NA
"S1",1961-04-09,411.39,NA
"S1",1961-04-10,411.4,NA
"S1",1961-04-11,411.41,NA
"S1",1961-04-12,411.43,NA
"S1",1961-04-13,411.44,NA
"S1",1961-04-14,411.45,NA
"S1",1961-04-15,411.46,NA
"S1",1961-04-16,411.47,NA
"S1",1961-04-17,411.47,NA
"S1",1961-04-18,411.46,NA
"S1",1961-04-19,411.47,NA
"S1",1961-04-20,411.47,NA
"S1",1961-04-21,411.47,NA
"S1",1961-04-22,411.49,NA
"S1",1961-04-23,411.53,NA
"S1",1961-04-24,411.55,NA
"S1",1961-04-25,411.59,NA
"S1",1961-04-26,411.64,NA
"S1",1961-04-27,411.66,NA
"S1",1961-04-28,411.67,NA
"S1",1961-04-29,411.69,NA
"S1",1961-04-30,411.72,NA
"S1",1961-05-01,411.75,NA
"S1",1961-05-02,411.75,NA
"S1",1961-05-03,411.77,NA
"S1",1961-05-04,411.79,NA
"S1",1961-05-05,411.81,NA
"S1",1961-05-06,411.83,NA
"S1",1961-05-07,411.83,NA
"S1",1961-05-08,411.85,NA
"S1",1961-05-09,411.86,NA
"S1",1961-05-10,411.9,NA
"S1",1961-05-11,411.91,NA
"S1",1961-05-12,412.11,NA
"S1",1961-05-13,412.13,NA
"S1",1961-05-14,412.19,NA
"S1",1961-05-15,412.19,NA
"S1",1961-05-16,412.18,NA
"S1",1961-05-17,412.17,NA
"S1",1961-05-18,412.15,NA
"S1",1961-05-19,412.13,NA
"S1",1961-05-20,412.12,NA
"S1",1961-05-21,412.11,NA
"S1",1961-05-22,412.09,NA
"S1",1961-05-23,412.08,NA
"S1",1961-05-24,412.08,NA
"S1",1961-05-25,412.07,NA
"S1",1961-05-26,412.06,NA
"S1",1961-05-27,412.06,NA
"S1",1961-05-28,412.05,NA
"S1",1961-05-29,412.04,NA
"S1",1961-05-30,412.03,NA
"S1",1961-05-31,412.03,NA
"S1",1961-06-01,412.04,NA
"S1",1961-06-02,412.04,NA
"S1",1961-06-03,412.03,NA
"S1",1961-06-04,412.02,NA
"S1",1961-06-05,412.02,NA
"S1",1961-06-06,412.01,NA
"S1",1961-06-07,412.01,NA
"S1",1961-06-08,412,NA
"S1",1961-06-09,412,NA
"S1",1961-06-10,412,NA
"S1",1961-06-11,411.99,NA
"S1",1961-06-12,412,NA
"S1",1961-06-13,412,NA
"S1",1961-06-14,412,NA
"S1",1961-06-15,411.99,NA
"S1",1961-06-16,411.98,NA
"S1",1961-06-17,411.97,NA
"S1",1961-06-18,411.97,NA
"S1",1961-06-19,411.96,NA
"S1",1961-06-20,411.96,NA
"S1",1961-06-21,411.95,NA
"S1",1961-06-22,411.95,NA
"S1",1961-06-23,411.94,NA
"S1",1961-06-24,411.93,NA
"S1",1961-06-25,411.92,NA
"S1",1961-06-26,411.92,NA
"S1",1961-06-27,411.92,NA
"S1",1961-06-28,411.9,NA
"S1",1961-06-29,411.9,NA
"S1",1961-06-30,411.97,NA
"S1",1961-07-01,411.98,NA
