"","month","meanPrecip","meanWTE","meanQ","meanT","totPrecip","totQ","S2S_SH","S2S_DP","S2N_SH","S2N_DP"
"38",2014-03-01,0.138709677419355,421.625161290323,0,-8.54838709677419,4.3,0,0.180785345441595,0.341462117165242,0.119146505376344,0.214186827956989
"39",2014-04-01,0.283333333333333,421.941,0.00241166070381778,1.5,8.5,0.0723498211145333,0.185936728395062,0.325821759259259,0.220868055555556,0.266689814814815
"40",2014-05-01,0.366129032258065,421.961290322581,0.0027369463982537,11.1612903225806,11.35,0.0848453383458647,0.212937574671446,0.44020908004779,0.233851553166069,0.284561678614098
"41",2014-06-01,0.734,421.961666666667,0.00196598124425231,16.5833333333333,22.02,0.0589794373275692,0.216290895061728,0.466256172839506,0.241771604938272,0.29718287037037
"42",2014-07-01,0.256451612903226,421.92935483871,0.000432429231741377,17.7096774193548,7.95,0.0134053061839827,0.206590608465608,0.471273148148148,0.216237305854241,0.287809886499403
"43",2014-08-01,0.256129032258064,421.878709677419,8.76001425089606e-06,17.6935483870968,7.94,0.000271560441777778,0.123426851851852,0.37619537037037,0.124630787037037,0.238399305555556
"44",2014-09-01,0.157,421.911,5.0435710666013e-05,12.9166666666667,4.71,0.00136176418798235,0.15029012345679,0.368729938271605,0.154935515873016,0.244828042328042
"45",2014-10-01,0.132258064516129,421.896774193548,9.37903346269551e-06,5.87096774193548,4.1,0.00027199197041817,0.164394414575866,0.355148596176822,0.156942951015532,0.23631421744325
"46",2014-11-01,0.0576666666666667,421.88,8.16625961646825e-06,-6.95,1.73,0.000195990230795238,0.168125771604938,0.365445987654321,0.156037037037037,0.235053240740741
"47",2014-12-01,0.0561290322580645,421.809677419355,5.11195629718452e-06,-7.17741935483871,1.74,8.69032570521369e-05,0.100645161290323,0.346993727598566,0.112791965352449,0.224415322580645
"48",2015-01-01,0.0590322580645161,421.698387096774,0,-12.3870967741935,1.83,0,0.060569743130227,0.297681451612903,0.0704988052568698,0.166905615292712
"49",2015-02-01,0.0603571428571429,421.59,0,-16.1964285714286,1.69,0,0.0548916997354497,0.248835978835979,0.0627306547619048,0.145582837301587
"50",2015-03-01,0.0909677419354839,421.66935483871,1.27191991014041e-05,-2,2.82,0.000381575973042123,0.0961006571087216,0.266980286738351,0.109470579450418,0.153523745519713
"51",2015-04-01,0.086,421.900666666667,6.0549466991342e-05,4.91666666666667,2.58,0.00181648400974026,0.170451388888889,0.317457561728395,0.222625771604938,0.220989969135802
"52",2015-05-01,0.507741935483871,421.963870967742,0.00186182417690285,10.3064516129032,15.74,0.0577165494839882,0.213175154320988,0.385470679012346,0.236550925925926,0.28546968339307
"53",2015-06-01,0.315666666666667,421.925,0.000623391723553391,16.3333333333333,9.47,0.0187017517066017,0.179463601532567,0.435213122605364,0.211493055555556,0.285166666666667
"54",2015-07-01,0.231451612903226,421.899677419355,4.23613310313602e-05,19.8064516129032,7.175,0.00127083993094081,0.137022102747909,0.391362007168459,0.161255227001195,0.25946609916368
"55",2015-08-01,0.283387096774194,421.84935483871,0,17.758064516129,8.785,0,0.106459826762246,0.354244324970131,0.122298387096774,0.217826314217443
"56",2015-09-01,0.419166666666667,421.916,0.00042495074309721,15.9,12.575,0.0127485222929163,0.160594135802469,0.429572530864198,0.166025462962963,0.260821759259259
"57",2015-10-01,0.239838709677419,421.901290322581,0.000239281311530978,6.88709677419355,7.435,0.00741772065746032,0.18199298088411,0.415430107526882,0.14499537037037,0.25128587962963
"58",2015-11-01,0.308333333333333,421.943333333333,0.00163203007557355,0.983333333333333,9.25,0.0489609022672065,0.237912808641975,0.44995524691358,0.244498842592593,0.28590625
"59",2015-12-01,0.189354838709677,421.925161290323,0.00041975214344795,-4.88709677419355,5.87,0.0130123164468864,0.237660543608124,0.436270161290323,0.243687114197531,0.284119357638889
"60",2016-01-01,0.0874193548387097,421.875161290323,1.38558129272197e-05,-11.6612903225806,2.71,0.00042953020074381,0.144963410991637,0.409394414575866,0.242875385802469,0.282332465277778
"61",2016-02-01,0.112758620689655,421.833448275862,1.07439046001642e-06,-9.03448275862069,3.27,3.11573233404762e-05,0.109385376756066,0.388480204342273,0.242063657407407,0.280545572916667
"62",2016-03-01,0.238064516129032,421.937741935484,0.00114660118516123,0.387096774193548,7.38,0.0343980355548368,0.181511350059737,0.415291218637993,0.241251929012346,0.278758680555556
"63",2016-04-01,0.204333333333333,421.951666666667,0.00162176579761905,3.96666666666667,6.13,0.0486529739285714,0.229733024691358,0.432552469135802,0.245415895061728,0.283252314814815
"64",2016-05-01,0.152258064516129,421.904516129032,0.000254190999820631,12.3870967741935,4.72,0.00787992099443956,0.203763227513228,0.441462466931217,0.213275836320191,0.285527927120669
"65",2016-06-01,0.332666666666667,421.931,0.000447827375168762,16.1333333333333,9.98,0.0134348212550629,0.220960648148148,0.458501543209877,0.235242283950617,0.293012345679012
"66",2016-07-01,0.456451612903226,421.92935483871,0.000434080769728362,19.241935483871,14.15,0.0134565038615792,0.218487903225806,0.459958930704898,0.218631272401434,0.289578853046595
"67",2016-08-01,0.429354838709677,421.934838709677,0.000644460188397437,18.7741935483871,13.31,0.0199782658403205,0.228053315412186,0.464386947431302,0.208401284348865,0.290692204301075
"68",2016-09-01,0.369666666666667,421.949666666667,0.000861417766471129,14.0666666666667,11.09,0.0258425329941339,0.253917438271605,0.468553240740741,0.227864197530864,0.290632716049383
"69",2016-10-01,0.0970967741935484,421.933548387097,0.000170079027857447,7.45161290322581,3.01,0.00527244986358086,0.271430311890838,0.461695906432749,0.253944931773879,0.291961500974659
"70",2016-11-01,0.272333333333333,421.931666666667,0.000386106478956229,2.6,8.17,0.0115831943686869,0.280160493827161,0.447604166666667,0.281405092592593,0.290489969135802
"71",2016-12-01,0.198064516129032,421.939677419355,0.000588895401305684,-11.2258064516129,6.14,0.0182557574404762,0.23948476702509,0.434212962962963,0.248965053763441,0.287829301075269
"72",2017-01-01,0.144838709677419,421.910322580645,1.63816936298469e-05,-10.9032258064516,4.49,0.000507832502525252,0.200483870967742,0.413741039426523,0.202358124253286,0.276636798088411
"73",2017-02-01,0.140714285714286,421.924642857143,0.00041162416046821,-7.64285714285714,3.94,0.0115254764931099,0.208730985449735,0.418471395502646,0.227438822751323,0.277666170634921
